Timestamp,P-PDG,P-TPT,T-TPT,class
0,27840330.0,20228170.0,124.5732,0
1,27840590.0,20228170.0,124.5732,0
2,27840330.0,20228170.0,124.5732,0
3,27840590.0,20228170.0,124.5732,0
4,27840330.0,20228170.0,124.5732,0
5,27840590.0,20228170.0,124.5732,0
6,27840330.0,20228170.0,124.5732,0
7,27840590.0,20228170.0,124.5732,0
8,27840330.0,20228170.0,124.5732,0
9,27840590.0,20228170.0,124.5732,0
10,27840330.0,20228170.0,124.5732,0
11,27840590.0,20228170.0,124.5732,0
12,27840330.0,20228170.0,124.5732,0
13,27840590.0,20228170.0,124.5732,0
14,27840330.0,20228170.0,124.5732,0
15,27840590.0,20228170.0,124.5732,0
16,27840330.0,20228170.0,124.5732,0
17,27840590.0,20228170.0,124.5732,0
18,27840330.0,20228170.0,124.5732,0
19,27840590.0,20228170.0,124.5732,0
20,27840330.0,20228170.0,124.5732,0
21,27840590.0,20228170.0,124.5732,0
22,27840330.0,20228170.0,124.5732,0
23,27840590.0,20228170.0,124.5732,0
24,27840330.0,20228170.0,124.5732,0
25,27840590.0,20228170.0,124.5732,0
26,27840330.0,20228170.0,124.5732,0
27,27840590.0,20228170.0,124.5732,0
28,27840330.0,20228170.0,124.5732,0
29,27840590.0,20228170.0,124.5732,0
30,27840330.0,20228170.0,124.5732,0
31,27840590.0,20228170.0,124.5732,0
32,27840330.0,20228180.0,124.5732,0
33,27840590.0,20228180.0,124.5732,0
34,27840330.0,20228180.0,124.5732,0
35,27840590.0,20228180.0,124.5732,0
36,27840330.0,20228180.0,124.5732,0
37,27840590.0,20228180.0,124.5732,0
38,27840330.0,20228180.0,124.5732,0
39,27840590.0,20228180.0,124.5732,0
40,27840330.0,20228180.0,124.5732,0
41,27840590.0,20228180.0,124.5732,0
42,27840330.0,20228180.0,124.5732,0
43,27840590.0,20228180.0,124.5732,0
44,27840330.0,20228180.0,124.5732,0
45,27840590.0,20228180.0,124.5732,0
46,27840330.0,20228180.0,124.5732,0
47,27840590.0,20228180.0,124.5732,0
48,27840330.0,20228180.0,124.5732,0
49,27840590.0,20228180.0,124.5732,0
50,27840330.0,20228180.0,124.5732,0
51,27840590.0,20228180.0,124.5732,0
52,27840330.0,20228180.0,124.5732,0
53,27840590.0,20228180.0,124.5732,0
54,27840330.0,20228180.0,124.5732,0
55,27840590.0,20228180.0,124.5732,0
56,27840330.0,20228180.0,124.5732,0
57,27840590.0,20228180.0,124.5732,0
58,27840330.0,20228180.0,124.5732,0
59,27840590.0,20228180.0,124.5732,0
60,27840340.0,20228180.0,124.5732,0
61,27840600.0,20228180.0,124.5732,0
62,27840340.0,20228180.0,124.5732,0
63,27840600.0,20228180.0,124.5732,0
64,27840340.0,20228180.0,124.5732,0
65,27840600.0,20228180.0,124.5732,0
66,27840340.0,20228180.0,124.5732,0
67,27840600.0,20228180.0,124.5732,0
68,27840340.0,20228180.0,124.5732,0
69,27840600.0,20228180.0,124.5732,0
70,27840340.0,20228180.0,124.5732,0
71,27840600.0,20228180.0,124.5732,0
72,27840340.0,20228180.0,124.5732,0
