Timestamp,P-PDG,P-TPT,T-TPT,class
0,29738720.0,21260280.0,126.053,0
1,29738870.0,21260280.0,126.053,0
2,29738720.0,21260280.0,126.053,0
3,29738870.0,21260280.0,126.053,0
4,29738720.0,21260280.0,126.053,0
5,29738870.0,21260280.0,126.053,0
6,29738720.0,21260280.0,126.053,0
7,29738870.0,21260280.0,126.053,0
8,29738720.0,21260280.0,126.053,0
9,29738870.0,21260280.0,126.053,0
10,29738720.0,21260280.0,126.053,0
11,29738870.0,21260280.0,126.053,0
12,29738720.0,21260280.0,126.053,0
13,29738870.0,21260280.0,126.053,0
14,29738720.0,21260280.0,126.053,0
15,29738870.0,21260280.0,126.053,0
16,29738720.0,21260280.0,126.053,0
17,29738870.0,21260280.0,126.053,0
18,29738720.0,21260280.0,126.053,0
19,29738870.0,21260280.0,126.053,0
20,29738720.0,21260280.0,126.053,0
21,29738870.0,21260280.0,126.053,0
22,29738720.0,21260280.0,126.053,0
23,29738870.0,21260280.0,126.053,0
24,29738720.0,21260280.0,126.053,0
25,29738870.0,21260280.0,126.053,0
26,29738720.0,21260280.0,126.053,0
27,29738870.0,21260280.0,126.053,0
28,29738720.0,21260280.0,126.053,0
29,29738870.0,21260280.0,126.053,0
30,29738720.0,21260280.0,126.053,0
31,29738870.0,21260280.0,126.053,0
32,29738720.0,21260280.0,126.053,0
33,29738870.0,21260280.0,126.053,0
34,29738720.0,21260280.0,126.053,0
35,29738870.0,21260280.0,126.053,0
36,29738720.0,21260280.0,126.053,0
37,29738870.0,21260280.0,126.053,0
38,29738720.0,21260280.0,126.053,0
39,29738870.0,21260280.0,126.053,0
40,29738720.0,21260280.0,126.053,0
41,29738870.0,21260280.0,126.053,0
42,29738720.0,21260280.0,126.053,0
43,29738870.0,21260280.0,126.053,0
44,29738720.0,21260280.0,126.053,0
45,29738870.0,21260280.0,126.053,0
46,29738720.0,21260280.0,126.053,0
47,29738870.0,21260280.0,126.053,0
48,29738720.0,21260280.0,126.053,0
49,29738870.0,21260280.0,126.053,0
50,29738720.0,21260280.0,126.053,0
51,29738870.0,21260280.0,126.053,0
52,29738720.0,21260280.0,126.053,0
53,29738870.0,21260280.0,126.053,0
54,29738720.0,21260280.0,126.053,0
55,29738870.0,21260280.0,126.053,0
56,29738720.0,21260280.0,126.053,0
57,29738870.0,21260280.0,126.053,0
58,29738720.0,21260280.0,126.053,0
59,29738870.0,21260280.0,126.053,0
60,29738720.0,21260280.0,126.053,0
61,29738870.0,21260280.0,126.053,0
62,29738720.0,21260280.0,126.053,0
63,29738870.0,21260280.0,126.053,0
64,29738720.0,21260280.0,126.053,0
65,29738870.0,21260280.0,126.053,0
66,29738720.0,21260280.0,126.053,0
67,29738870.0,21260280.0,126.053,0
68,29738720.0,21260280.0,126.053,0
69,29738870.0,21260280.0,126.053,0
70,29738720.0,21260280.0,126.053,0
71,29738870.0,21260280.0,126.053,0
72,29738720.0,21260280.0,126.053,0
73,29738870.0,21260280.0,126.053,0
74,29738720.0,21260280.0,126.053,0
75,29738870.0,21260280.0,126.053,0
76,29738720.0,21260280.0,126.053,0
77,29738870.0,21260280.0,126.053,0
78,29738720.0,21260280.0,126.053,0
79,29738870.0,21260280.0,126.053,0
80,29738720.0,21260280.0,126.053,0
81,29738870.0,21260280.0,126.053,0
82,29738720.0,21260280.0,126.053,0
83,29738870.0,21260280.0,126.053,0
84,29738720.0,21260280.0,126.053,0
85,29738870.0,21260280.0,126.053,0
86,29738730.0,21260280.0,126.053,0
87,29738870.0,21260280.0,126.053,0
88,29738730.0,21260280.0,126.053,0
89,29738870.0,21260280.0,126.053,0
90,29738730.0,21260280.0,126.053,0
91,29738870.0,21260280.0,126.053,0
92,29738730.0,21260280.0,126.053,0
93,29738870.0,21260280.0,126.053,0
94,29738730.0,21260280.0,126.053,0
95,29738870.0,21260280.0,126.053,0
96,29738730.0,21260280.0,126.053,0
97,29738870.0,21260280.0,126.053,0
98,29738730.0,21260280.0,126.053,0
99,29738870.0,21260280.0,126.053,0
100,29738730.0,21260280.0,126.053,0
101,29738870.0,21260280.0,126.053,0
102,29738730.0,21260280.0,126.053,0
103,29738870.0,21260280.0,126.053,0
104,29738730.0,21260280.0,126.053,0
105,29738870.0,21260280.0,126.053,0
106,29738730.0,21260280.0,126.053,0
107,29738870.0,21260280.0,126.053,0
108,29738730.0,21260280.0,126.053,0
109,29738870.0,21260280.0,126.053,0
110,29738730.0,21260280.0,126.053,0
111,29738870.0,21260280.0,126.053,0
112,29738730.0,21260280.0,126.053,0
113,29738870.0,21260280.0,126.053,0
114,29738730.0,21260280.0,126.053,0
115,29738870.0,21260280.0,126.053,0
116,29738730.0,21260280.0,126.053,0
117,29738870.0,21260280.0,126.053,0
118,29738730.0,21260280.0,126.053,0
119,29738870.0,21260280.0,126.053,0
120,29738730.0,21260280.0,126.053,0
121,29738870.0,21260280.0,126.053,0
122,29738730.0,21260280.0,126.053,0
123,29738870.0,21260280.0,126.053,0
124,29738730.0,21260280.0,126.053,0
125,29738870.0,21260280.0,126.053,0
126,29738730.0,21260280.0,126.053,0
127,29738870.0,21260280.0,126.053,0
128,29738730.0,21260280.0,126.053,0
129,29738870.0,21260280.0,126.053,0
130,29738730.0,21260280.0,126.053,0
131,29738870.0,21260280.0,126.053,0
132,29738730.0,21260280.0,126.053,0
133,29738870.0,21260280.0,126.053,0
134,29738730.0,21260280.0,126.053,0
135,29738870.0,21260280.0,126.053,0
136,29738730.0,21260280.0,126.053,0
137,29738870.0,21260280.0,126.053,0
138,29738730.0,21260280.0,126.053,0
139,29738870.0,21260280.0,126.053,0
140,29738730.0,21260280.0,126.053,0
141,29738870.0,21260280.0,126.053,0
142,29738730.0,21260280.0,126.053,0
143,29738870.0,21260280.0,126.053,0
144,29738730.0,21260280.0,126.053,0
145,29738870.0,21260280.0,126.053,0
146,29738730.0,21260280.0,126.053,0
147,29738870.0,21260280.0,126.053,0
148,29738730.0,21260280.0,126.053,0
149,29738870.0,21260280.0,126.053,0
150,29738730.0,21260280.0,126.053,0
151,29738870.0,21260280.0,126.053,0
152,29738730.0,21260280.0,126.053,0
153,29738870.0,21260280.0,126.053,0
154,29738730.0,21260280.0,126.053,0
155,29738870.0,21260280.0,126.053,0
156,29738730.0,21260280.0,126.053,0
157,29738870.0,21260280.0,126.053,0
158,29738730.0,21260290.0,126.053,0
159,29738870.0,21260290.0,126.053,0
160,29738730.0,21260290.0,126.053,0
161,29738870.0,21260290.0,126.053,0
162,29738730.0,21260290.0,126.053,0
163,29738880.0,21260290.0,126.053,0
164,29738730.0,21260290.0,126.053,0
165,29738880.0,21260290.0,126.053,0
166,29738730.0,21260290.0,126.053,0
167,29738880.0,21260290.0,126.053,0
168,29738730.0,21260290.0,126.053,0
169,29738880.0,21260290.0,126.053,0
170,29738730.0,21260290.0,126.053,0
171,29738880.0,21260290.0,126.053,0
172,29738730.0,21260290.0,126.053,0
173,29738880.0,21260290.0,126.053,0
174,29738730.0,21260290.0,126.053,0
175,29738880.0,21260290.0,126.053,0
176,29738730.0,21260290.0,126.053,0
177,29738880.0,21260290.0,126.053,0
178,29738730.0,21260290.0,126.053,0
179,29738880.0,21260290.0,126.053,0
180,29738730.0,21260290.0,126.053,0
181,29738880.0,21260290.0,126.053,0
182,29738730.0,21260290.0,126.053,0
183,29738880.0,21260290.0,126.053,0
184,29738730.0,21260290.0,126.053,0
185,29738880.0,21260290.0,126.053,0
186,29738730.0,21260290.0,126.053,0
187,29738880.0,21260290.0,126.053,0
188,29738730.0,21260290.0,126.053,0
189,29738880.0,21260290.0,126.053,0
190,29738730.0,21260290.0,126.053,0
191,29738880.0,21260290.0,126.053,0
192,29738730.0,21260290.0,126.053,0
193,29738880.0,21260290.0,126.053,0
194,29738730.0,21260290.0,126.053,0
195,29738880.0,21260290.0,126.053,0
196,29738730.0,21260290.0,126.053,0
197,29738880.0,21260290.0,126.053,0
198,29738730.0,21260290.0,126.053,0
199,29738880.0,21260290.0,126.053,0
200,29738730.0,21260290.0,126.053,0
201,29738880.0,21260290.0,126.053,0
202,29738730.0,21260290.0,126.053,0
203,29738880.0,21260290.0,126.053,0
204,29738730.0,21260290.0,126.053,0
205,29738880.0,21260290.0,126.053,0
206,29738730.0,21260290.0,126.053,0
207,29738880.0,21260290.0,126.053,0
208,29738730.0,21260290.0,126.053,0
209,29738880.0,21260290.0,126.053,0
210,29738730.0,21260290.0,126.053,0
211,29738880.0,21260290.0,126.053,0
212,29738730.0,21260290.0,126.053,0
213,29738880.0,21260290.0,126.053,0
214,29738730.0,21260290.0,126.053,0
215,29738880.0,21260290.0,126.053,0
216,29738730.0,21260290.0,126.053,0
217,29738880.0,21260290.0,126.053,0
218,29738730.0,21260290.0,126.053,0
219,29738880.0,21260290.0,126.053,0
220,29738730.0,21260290.0,126.053,0
221,29738880.0,21260290.0,126.053,0
222,29738730.0,21260290.0,126.053,0
223,29738880.0,21260290.0,126.053,0
224,29738730.0,21260290.0,126.053,0
225,29738880.0,21260290.0,126.053,0
226,29738730.0,21260290.0,126.053,0
227,29738880.0,21260290.0,126.053,0
228,29738730.0,21260290.0,126.053,0
229,29738880.0,21260290.0,126.053,0
230,29738730.0,21260290.0,126.053,0
231,29738880.0,21260290.0,126.053,0
232,29738730.0,21260290.0,126.053,0
233,29738880.0,21260290.0,126.053,0
234,29738730.0,21260290.0,126.053,0
235,29738880.0,21260290.0,126.053,0
