Timestamp,P-PDG,P-TPT,T-TPT,class
0,25986190.0,18308660.0,125.3175,0
1,25986240.0,18308570.0,125.3178,0
2,25986200.0,18308530.0,125.3173,0
3,25986230.0,18308660.0,125.3176,0
4,25986180.0,18308540.0,125.3181,0
5,25986210.0,18308510.0,125.3177,0
6,25986160.0,18308510.0,125.3175,0
7,25986190.0,18308550.0,125.3188,0
8,25986140.0,18308540.0,125.318,0
9,25986170.0,18308580.0,125.3176,0
10,25986140.0,18308590.0,125.3189,0
11,25986170.0,18308560.0,125.318,0
12,25986140.0,18308680.0,125.3175,0
13,25986180.0,18308640.0,125.3186,0
14,25986150.0,18308730.0,125.3176,0
15,25986210.0,18308610.0,125.317,0
16,25986190.0,18308620.0,125.3182,0
17,25986250.0,18308590.0,125.3178,0
18,25986210.0,18308500.0,125.3173,0
19,25986240.0,18308560.0,125.3185,0
20,25986180.0,18308540.0,125.3182,0
21,25986210.0,18308510.0,125.3177,0
22,25986160.0,18308550.0,125.3189,0
23,25986190.0,18308540.0,125.3184,0
24,25986150.0,18308580.0,125.3179,0
25,25986180.0,18308590.0,125.3188,0
26,25986150.0,18308560.0,125.3183,0
27,25986180.0,18308610.0,125.3176,0
28,25986150.0,18308810.0,125.3189,0
29,25986190.0,18308820.0,125.318,0
30,25986160.0,18308690.0,125.3172,0
31,25986220.0,18308650.0,125.3184,0
32,25986200.0,18308600.0,125.3176,0
33,25986250.0,18308640.0,125.317,0
34,25986210.0,18308560.0,125.3173,0
35,25986240.0,18308510.0,125.3181,0
36,25986180.0,18308510.0,125.3174,0
37,25986210.0,18308560.0,125.3177,0
38,25986160.0,18308560.0,125.3183,0
39,25986190.0,18308540.0,125.3176,0
40,25986150.0,18308600.0,125.3179,0
41,25986180.0,18308570.0,125.3184,0
42,25986150.0,18308600.0,125.3176,0
43,25986180.0,18308600.0,125.3178,0
44,25986150.0,18308660.0,125.3183,0
45,25986190.0,18308640.0,125.3177,0
46,25986160.0,18308720.0,125.3178,0
47,25986230.0,18308570.0,125.3181,0
48,25986210.0,18308630.0,125.3175,0
49,25986250.0,18308650.0,125.3178,0
50,25986210.0,18308520.0,125.3181,0
51,25986240.0,18308510.0,125.3177,0
52,25986180.0,18308560.0,125.318,0
53,25986210.0,18308560.0,125.3185,0
54,25986170.0,18308540.0,125.318,0
55,25986200.0,18308580.0,125.3177,0
56,25986150.0,18308560.0,125.3189,0
57,25986180.0,18308590.0,125.3179,0
58,25986150.0,18308580.0,125.3174,0
59,25986190.0,18308870.0,125.3187,0
60,25986160.0,18308850.0,125.3176,0
61,25986190.0,18308740.0,125.3171,0
62,25986170.0,18308690.0,125.3183,0
63,25986240.0,18308600.0,125.3173,0
64,25986210.0,18308550.0,125.3169,0
65,25986260.0,18308510.0,125.3182,0
66,25986210.0,18308540.0,125.3178,0
67,25986240.0,18308560.0,125.3173,0
68,25986180.0,18308550.0,125.3185,0
69,25986210.0,18308530.0,125.3181,0
70,25986160.0,18308580.0,125.3177,0
71,25986190.0,18308560.0,125.3188,0
72,25986150.0,18308590.0,125.3183,0
73,25986190.0,18308580.0,125.3177,0
74,25986160.0,18308610.0,125.3186,0
75,25986190.0,18308590.0,125.3179,0
76,25986160.0,18308760.0,125.3173,0
77,25986200.0,18308630.0,125.3185,0
78,25986180.0,18308650.0,125.3175,0
79,25986250.0,18308560.0,125.3169,0
80,25986220.0,18308600.0,125.3184,0
81,25986260.0,18308510.0,125.3178,0
82,25986200.0,18308690.0,125.3173,0
83,25986230.0,18308560.0,125.3177,0
84,25986180.0,18308520.0,125.3184,0
85,25986210.0,18308570.0,125.3177,0
86,25986170.0,18308570.0,125.318,0
87,25986200.0,18308580.0,125.3186,0
88,25986160.0,18308570.0,125.3178,0
89,25986190.0,18308620.0,125.3179,0
90,25986160.0,18308620.0,125.3183,0
91,25986190.0,18308830.0,125.3174,0
92,25986160.0,18308870.0,125.3175,0
93,25986210.0,18308740.0,125.3179,0
94,25986190.0,18308670.0,125.3172,0
95,25986260.0,18308660.0,125.3174,0
96,25986230.0,18308540.0,125.3178,0
97,25986260.0,18308590.0,125.3173,0
98,25986210.0,18308550.0,125.3176,0
99,25986240.0,18308530.0,125.3182,0
100,25986180.0,18308560.0,125.3178,0
101,25986210.0,18308570.0,125.3181,0
102,25986170.0,18308590.0,125.3186,0
103,25986200.0,18308610.0,125.318,0
104,25986160.0,18308570.0,125.3176,0
105,25986190.0,18308610.0,125.3189,0
106,25986160.0,18308600.0,125.3178,0
107,25986200.0,18308680.0,125.3173,0
108,25986170.0,18308650.0,125.3185,0
109,25986220.0,18308710.0,125.3176,0
110,25986200.0,18308580.0,125.317,0
111,25986260.0,18308580.0,125.3182,0
112,25986230.0,18308560.0,125.3175,0
113,25986260.0,18308570.0,125.3172,0
114,25986210.0,18308530.0,125.3185,0
115,25986240.0,18308560.0,125.3182,0
116,25986190.0,18308540.0,125.3177,0
117,25986220.0,18308580.0,125.3188,0
118,25986170.0,18308600.0,125.3183,0
119,25986200.0,18308570.0,125.3177,0
120,25986160.0,18308610.0,125.3187,0
121,25986200.0,18308590.0,125.3181,0
122,25986170.0,18308880.0,125.3176,0
123,25986200.0,18308830.0,125.3185,0
124,25986170.0,18308750.0,125.3179,0
125,25986220.0,18308710.0,125.3172,0
126,25986210.0,18308670.0,125.3185,0
127,25986270.0,18308570.0,125.3177,0
128,25986230.0,18308560.0,125.3171,0
129,25986260.0,18308560.0,125.3185,0
130,25986210.0,18308560.0,125.3178,0
131,25986240.0,18308540.0,125.3173,0
132,25986190.0,18308590.0,125.3177,0
133,25986220.0,18308590.0,125.3184,0
134,25986170.0,18308570.0,125.3176,0
135,25986200.0,18308620.0,125.3178,0
136,25986170.0,18308590.0,125.3182,0
137,25986200.0,18308620.0,125.3173,0
138,25986170.0,18308600.0,125.3175,0
139,25986210.0,18308770.0,125.318,0
140,25986180.0,18308650.0,125.3171,0
141,25986240.0,18308730.0,125.3174,0
142,25986220.0,18308610.0,125.3178,0
143,25986270.0,18308620.0,125.3174,0
144,25986230.0,18308580.0,125.3177,0
145,25986260.0,18308690.0,125.3181,0
146,25986200.0,18308570.0,125.3177,0
147,25986230.0,18308590.0,125.318,0
148,25986190.0,18308590.0,125.3185,0
149,25986220.0,18308560.0,125.3179,0
150,25986170.0,18308620.0,125.3182,0
151,25986200.0,18308590.0,125.3183,0
152,25986170.0,18308610.0,125.3176,0
153,25986200.0,18308600.0,125.3171,0
154,25986170.0,18308680.0,125.3183,0
155,25986210.0,18308670.0,125.3172,0
156,25986180.0,18308720.0,125.3168,0
157,25986250.0,18308590.0,125.318,0
158,25986230.0,18308560.0,125.3171,0
159,25986270.0,18308570.0,125.3169,0
160,25986230.0,18308610.0,125.3184,0
161,25986260.0,18308590.0,125.3177,0
162,25986200.0,18308550.0,125.3175,0
163,25986230.0,18308570.0,125.3188,0
164,25986190.0,18308600.0,125.3184,0
165,25986220.0,18308570.0,125.3179,0
166,25986170.0,18308610.0,125.319,0
167,25986200.0,18308590.0,125.3184,0
168,25986170.0,18308630.0,125.3179,0
169,25986210.0,18308610.0,125.3188,0
170,25986180.0,18308680.0,125.3183,0
171,25986210.0,18308830.0,125.3176,0
172,25986180.0,18308730.0,125.3183,0
173,25986250.0,18308680.0,125.3177,0
174,25986230.0,18308670.0,125.317,0
175,25986280.0,18308610.0,125.3185,0
176,25986240.0,18308580.0,125.3178,0
177,25986260.0,18308540.0,125.3173,0
178,25986210.0,18308570.0,125.3189,0
179,25986240.0,18308590.0,125.3182,0
180,25986190.0,18308560.0,125.3177,0
181,25986220.0,18308620.0,125.318,0
182,25986180.0,18308590.0,125.3185,0
183,25986210.0,18308630.0,125.3177,0
184,25986180.0,18308630.0,125.3179,0
185,25986210.0,18308640.0,125.3183,0
186,25986180.0,18308720.0,125.3175,0
187,25986220.0,18308670.0,125.3177,0
188,25986190.0,18308750.0,125.3181,0
189,25986260.0,18308640.0,125.3173,0
190,25986240.0,18308670.0,125.3175,0
191,25986280.0,18308580.0,125.3181,0
192,25986240.0,18308680.0,125.3176,0
193,25986270.0,18308740.0,125.3179,0
194,25986210.0,18308570.0,125.3182,0
195,25986240.0,18308550.0,125.3177,0
196,25986200.0,18308610.0,125.318,0
197,25986230.0,18308580.0,125.3185,0
198,25986180.0,18308610.0,125.3178,0
199,25986210.0,18308620.0,125.3181,0
200,25986180.0,18308630.0,125.3183,0
201,25986210.0,18308650.0,125.3177,0
202,25986180.0,18308600.0,125.3172,0
203,25986220.0,18308810.0,125.3185,0
204,25986190.0,18308650.0,125.3174,0
205,25986250.0,18308670.0,125.3169,0
206,25986230.0,18308610.0,125.3182,0
207,25986290.0,18308680.0,125.3173,0
208,25986240.0,18308660.0,125.317,0
209,25986270.0,18308560.0,125.3183,0
210,25986220.0,18308590.0,125.3175,0
211,25986250.0,18308600.0,125.3171,0
212,25986200.0,18308590.0,125.3185,0
213,25986230.0,18308570.0,125.3182,0
214,25986190.0,18308620.0,125.3177,0
215,25986220.0,18308600.0,125.3188,0
