Timestamp,P-PDG,P-TPT,T-TPT,class
0,24105100.0,16849300.0,124.9445,0
1,24105100.0,16849280.0,124.9445,0
2,24105110.0,16849300.0,124.9445,0
3,24105110.0,16849270.0,124.9445,0
4,24105110.0,16849270.0,124.9445,0
5,24105110.0,16849280.0,124.9444,0
6,24105110.0,16849270.0,124.9444,0
7,24105110.0,16849270.0,124.9443,0
8,24105110.0,16849270.0,124.9444,0
9,24105110.0,16849270.0,124.9444,0
10,24105110.0,16849270.0,124.9445,0
11,24105110.0,16849280.0,124.9444,0
12,24105110.0,16849270.0,124.9444,0
13,24105110.0,16849280.0,124.9443,0
14,24105110.0,16849280.0,124.9444,0
15,24105110.0,16849280.0,124.9444,0
16,24105110.0,16849270.0,124.9444,0
17,24105110.0,16849280.0,124.9445,0
18,24105110.0,16849280.0,124.9444,0
19,24105110.0,16849280.0,124.9444,0
20,24105110.0,16849270.0,124.9444,0
21,24105110.0,16849280.0,124.9445,0
22,24105110.0,16849280.0,124.9444,0
23,24105110.0,16849290.0,124.9445,0
24,24105110.0,16849280.0,124.9445,0
25,24105110.0,16849290.0,124.9444,0
26,24105120.0,16849280.0,124.9444,0
27,24105120.0,16849290.0,124.9445,0
28,24105120.0,16849280.0,124.9445,0
29,24105120.0,16849280.0,124.9444,0
30,24105120.0,16849280.0,124.9445,0
31,24105120.0,16849290.0,124.9444,0
32,24105120.0,16849280.0,124.9444,0
33,24105120.0,16849290.0,124.9444,0
34,24105120.0,16849280.0,124.9444,0
35,24105120.0,16849290.0,124.9443,0
36,24105120.0,16849280.0,124.9443,0
37,24105120.0,16849290.0,124.9443,0
38,24105120.0,16849280.0,124.9444,0
39,24105120.0,16849290.0,124.9445,0
40,24105120.0,16849290.0,124.9444,0
41,24105120.0,16849290.0,124.9444,0
42,24105120.0,16849280.0,124.9444,0
43,24105120.0,16849290.0,124.9444,0
44,24105120.0,16849290.0,124.9444,0
45,24105120.0,16849290.0,124.9444,0
46,24105120.0,16849290.0,124.9445,0
47,24105120.0,16849300.0,124.9444,0
48,24105120.0,16849290.0,124.9444,0
49,24105120.0,16849290.0,124.9444,0
50,24105120.0,16849290.0,124.9444,0
51,24105130.0,16849290.0,124.9445,0
52,24105130.0,16849300.0,124.9446,0
53,24105130.0,16849300.0,124.9445,0
54,24105130.0,16849300.0,124.9444,0
55,24105130.0,16849300.0,124.9444,0
56,24105130.0,16849300.0,124.9445,0
57,24105130.0,16849300.0,124.9445,0
58,24105130.0,16849290.0,124.9444,0
59,24105130.0,16849300.0,124.9445,0
60,24105130.0,16849300.0,124.9445,0
61,24105130.0,16849300.0,124.9444,0
62,24105130.0,16849290.0,124.9444,0
63,24105130.0,16849330.0,124.9444,0
64,24105130.0,16849290.0,124.9445,0
65,24105130.0,16849330.0,124.9446,0
66,24105130.0,16849300.0,124.9444,0
